,n_agents_above_belief_threshold,polarization_variance,engagement,free_speech_constraint,avg_user_effort
0,655.8,823.6356666666668,268.0734333333334,0.1006802939330326,40.400666666666666
1,775.4666666666667,713.9226666666666,233.53400000000002,0.19844116074992713,35.80366666666667
2,816.4333333333333,670.3276666666667,222.9752333333333,0.25277305815601625,34.37833333333334
3,823.8,667.5713333333334,218.8185,0.2860280699554734,33.85633333333334
4,821.9,673.509,216.45319999999998,0.30603523796170967,33.465333333333334
5,817.8666666666667,680.8023333333333,214.40576666666666,0.31907633551743664,33.16133333333334
6,655.8,823.6356666666668,268.0734333333334,0.1006802939330326,40.400666666666666
7,775.4666666666667,713.9226666666666,233.53400000000002,0.19844116074992713,35.80366666666667
8,816.4333333333333,670.3276666666667,222.9752333333333,0.25277305815601625,34.37833333333334
9,823.8,667.5713333333334,218.8185,0.2860280699554734,33.85633333333334
10,821.9,673.509,216.45319999999998,0.30603523796170967,33.465333333333334
11,817.8666666666667,680.8023333333333,214.40576666666666,0.31907633551743664,33.16133333333334
12,655.8,823.6356666666668,268.0734333333334,0.1006802939330326,40.400666666666666
13,775.4666666666667,713.9226666666666,233.53400000000002,0.19844116074992713,35.80366666666667
14,816.4333333333333,670.3276666666667,222.9752333333333,0.25277305815601625,34.37833333333334
15,823.8,667.5713333333334,218.8185,0.2860280699554734,33.85633333333334
16,821.9,673.509,216.45319999999998,0.30603523796170967,33.465333333333334
17,817.8666666666667,680.8023333333333,214.40576666666666,0.31907633551743664,33.16133333333334
18,655.8,823.6356666666668,268.0734333333334,0.1006802939330326,40.400666666666666
19,775.4666666666667,713.9226666666666,233.53400000000002,0.19844116074992713,35.80366666666667
20,816.4333333333333,670.3276666666667,222.9752333333333,0.25277305815601625,34.37833333333334
21,823.8,667.5713333333334,218.8185,0.2860280699554734,33.85633333333334
22,821.9,673.509,216.45319999999998,0.30603523796170967,33.465333333333334
23,817.8666666666667,680.8023333333333,214.40576666666666,0.31907633551743664,33.16133333333334
24,655.8,823.6356666666668,268.0734333333334,0.1006802939330326,40.400666666666666
25,775.4666666666667,713.9226666666666,233.53400000000002,0.19844116074992713,35.80366666666667
26,816.4333333333333,670.3276666666667,222.9752333333333,0.25277305815601625,34.37833333333334
27,823.8,667.5713333333334,218.8185,0.2860280699554734,33.85633333333334
28,821.9,673.509,216.45319999999998,0.30603523796170967,33.465333333333334
29,817.8666666666667,680.8023333333333,214.40576666666666,0.31907633551743664,33.16133333333334
30,655.8,823.6356666666668,268.0734333333334,0.1006802939330326,40.400666666666666
31,775.4666666666667,713.9226666666666,233.53400000000002,0.19844116074992713,35.80366666666667
32,816.4333333333333,670.3276666666667,222.9752333333333,0.25277305815601625,34.37833333333334
33,823.8,667.5713333333334,218.8185,0.2860280699554734,33.85633333333334
34,821.9,673.509,216.45319999999998,0.30603523796170967,33.465333333333334
35,817.8666666666667,680.8023333333333,214.40576666666666,0.31907633551743664,33.16133333333334
36,655.8,823.6356666666668,268.0734333333334,0.10122700506619506,40.400666666666666
37,775.4666666666667,713.9226666666666,233.53400000000002,0.19862158629597046,35.80366666666667
38,816.4333333333333,670.3276666666667,222.9752333333333,0.2529324674279678,34.37833333333334
