,Unnamed: 0,n_agents_above_belief_threshold,polarization_variance,engagement,free_speech_constraint,avg_user_effort
13137,13137,942.1,237.8323333333333,257.1785666666667,0.1986018290770561,40.61366666666667
13173,13173,942.1,237.8323333333333,257.1785666666667,0.2022544690430235,40.61366666666667
13209,13209,942.1,237.8323333333333,257.1785666666667,0.205907109008991,40.61366666666667
13245,13245,942.1,237.8323333333333,257.1785666666667,0.2095597489749584,40.61366666666667
13281,13281,942.1,237.8323333333333,257.1785666666667,0.2132123889409257,40.61366666666667
13317,13317,942.1,237.8323333333333,257.1785666666667,0.2168650289068932,40.61366666666667
13353,13353,942.1,237.8323333333333,257.1785666666667,0.2205176688728606,40.61366666666667
13389,13389,942.1,237.8323333333333,257.1785666666667,0.224170308838828,40.61366666666667
13425,13425,942.1,237.8323333333333,257.1785666666667,0.2278229488047954,40.61366666666667
13461,13461,942.1,237.8323333333333,257.1785666666667,0.2314755887707629,40.61366666666667
13533,13533,942.1,237.8323333333333,257.1785666666667,0.1986018290770561,40.61366666666667
13569,13569,942.1,237.8323333333333,257.1785666666667,0.2022544690430235,40.61366666666667
13605,13605,942.1,237.8323333333333,257.1785666666667,0.205907109008991,40.61366666666667
13641,13641,942.1,237.8323333333333,257.1785666666667,0.2095597489749584,40.61366666666667
13677,13677,942.1,237.8323333333333,257.1785666666667,0.2132123889409257,40.61366666666667
13713,13713,942.1,237.8323333333333,257.1785666666667,0.2168650289068932,40.61366666666667
13749,13749,942.1,237.8323333333333,257.1785666666667,0.2205176688728606,40.61366666666667
13785,13785,942.1,237.8323333333333,257.1785666666667,0.224170308838828,40.61366666666667
13821,13821,942.1,237.8323333333333,257.1785666666667,0.2278229488047954,40.61366666666667
13857,13857,942.1,237.8323333333333,257.1785666666667,0.2314755887707629,40.61366666666667
13929,13929,942.1,237.8323333333333,257.1785666666667,0.1986018290770561,40.61366666666667
13965,13965,942.1,237.8323333333333,257.1785666666667,0.2022544690430235,40.61366666666667
14001,14001,942.1,237.8323333333333,257.1785666666667,0.205907109008991,40.61366666666667
14037,14037,942.1,237.8323333333333,257.1785666666667,0.2095597489749584,40.61366666666667
14073,14073,942.1,237.8323333333333,257.1785666666667,0.2132123889409257,40.61366666666667
14109,14109,942.1,237.8323333333333,257.1785666666667,0.2168650289068932,40.61366666666667
14145,14145,942.1,237.8323333333333,257.1785666666667,0.2205176688728606,40.61366666666667
14181,14181,942.1,237.8323333333333,257.1785666666667,0.224170308838828,40.61366666666667
14217,14217,942.1,237.8323333333333,257.1785666666667,0.2278229488047954,40.61366666666667
14253,14253,942.1,237.8323333333333,257.1785666666667,0.2314755887707629,40.61366666666667
14325,14325,942.1,237.8323333333333,257.1785666666667,0.1986018290770561,40.61366666666667
14361,14361,942.1,237.8323333333333,257.1785666666667,0.2022544690430235,40.61366666666667
14397,14397,942.1,237.8323333333333,257.1785666666667,0.205907109008991,40.61366666666667
14433,14433,942.1,237.8323333333333,257.1785666666667,0.2095597489749584,40.61366666666667
14469,14469,942.1,237.8323333333333,257.1785666666667,0.2132123889409257,40.61366666666667
14505,14505,942.1,237.8323333333333,257.1785666666667,0.2168650289068932,40.61366666666667
14541,14541,942.1,237.8323333333333,257.1785666666667,0.2205176688728606,40.61366666666667
14577,14577,942.1,237.8323333333333,257.1785666666667,0.224170308838828,40.61366666666667
14613,14613,942.1,237.8323333333333,257.1785666666667,0.2278229488047954,40.61366666666667
14649,14649,942.1,237.8323333333333,257.1785666666667,0.2314755887707629,40.61366666666667
14721,14721,942.1,237.8323333333333,257.1785666666667,0.1986018290770561,40.61366666666667
14757,14757,942.1,237.8323333333333,257.1785666666667,0.2022544690430235,40.61366666666667
14793,14793,942.1,237.8323333333333,257.1785666666667,0.205907109008991,40.61366666666667
14829,14829,942.1,237.8323333333333,257.1785666666667,0.2095597489749584,40.61366666666667
14865,14865,942.1,237.8323333333333,257.1785666666667,0.2132123889409257,40.61366666666667
14901,14901,942.1,237.8323333333333,257.1785666666667,0.2168650289068932,40.61366666666667
14937,14937,942.1,237.8323333333333,257.1785666666667,0.2205176688728606,40.61366666666667
14973,14973,942.1,237.8323333333333,257.1785666666667,0.224170308838828,40.61366666666667
15009,15009,942.1,237.8323333333333,257.1785666666667,0.2278229488047954,40.61366666666667
15045,15045,942.1,237.8323333333333,257.1785666666667,0.2314755887707629,40.61366666666667
15117,15117,942.1,237.8323333333333,257.1785666666667,0.1986018290770561,40.61366666666667
15153,15153,942.1,237.8323333333333,257.1785666666667,0.2022544690430235,40.61366666666667
15189,15189,942.1,237.8323333333333,257.1785666666667,0.205907109008991,40.61366666666667
15225,15225,942.1,237.8323333333333,257.1785666666667,0.2095597489749584,40.61366666666667
15261,15261,942.1,237.8323333333333,257.1785666666667,0.2132123889409257,40.61366666666667
15297,15297,942.1,237.8323333333333,257.1785666666667,0.2168650289068932,40.61366666666667
15333,15333,942.1,237.8323333333333,257.1785666666667,0.2205176688728606,40.61366666666667
15369,15369,942.1,237.8323333333333,257.1785666666667,0.224170308838828,40.61366666666667
15405,15405,942.1,237.8323333333333,257.1785666666667,0.2278229488047954,40.61366666666667
15441,15441,942.1,237.8323333333333,257.1785666666667,0.2314755887707629,40.61366666666667
15513,15513,942.1,237.8323333333333,257.1785666666667,0.1986018290770561,40.61366666666667
15549,15549,942.1,237.8323333333333,257.1785666666667,0.2022544690430235,40.61366666666667
15585,15585,942.1,237.8323333333333,257.1785666666667,0.205907109008991,40.61366666666667
15621,15621,942.1,237.8323333333333,257.1785666666667,0.2095597489749584,40.61366666666667
15657,15657,942.1,237.8323333333333,257.1785666666667,0.2132123889409257,40.61366666666667
15693,15693,942.1,237.8323333333333,257.1785666666667,0.2168650289068932,40.61366666666667
15729,15729,942.1,237.8323333333333,257.1785666666667,0.2205176688728606,40.61366666666667
15765,15765,942.1,237.8323333333333,257.1785666666667,0.224170308838828,40.61366666666667
15801,15801,942.1,237.8323333333333,257.1785666666667,0.2278229488047954,40.61366666666667
15837,15837,942.1,237.8323333333333,257.1785666666667,0.2314755887707629,40.61366666666667
15909,15909,942.1,237.8323333333333,257.1785666666667,0.1986018290770561,40.61366666666667
15945,15945,942.1,237.8323333333333,257.1785666666667,0.2022544690430235,40.61366666666667
15981,15981,942.1,237.8323333333333,257.1785666666667,0.205907109008991,40.61366666666667
16017,16017,942.1,237.8323333333333,257.1785666666667,0.2095597489749584,40.61366666666667
16053,16053,942.1,237.8323333333333,257.1785666666667,0.2132123889409257,40.61366666666667
16089,16089,942.1,237.8323333333333,257.1785666666667,0.2168650289068932,40.61366666666667
